lab_method_name,element_type,lab_csv_header,r-Modus_Soil_Test_v1,r-Modus_Soil_Test_v2,r-Analyte,f-Analyte,r-Extraction_Method,f-Extraction_Method,r-Measurement_Method,f-Measurement_Method,r-Unit_of_Measurement,f-Unit_of_Measurement_Default,r-Unit_of_Measurement_Alt,f-Unit_of_Measurement_Alt,r-UCUM_Unit_String-Unit_of_Measurement_Default,f-UCUM_Unit_String_Default,r-UCUM_Unit_String-Unit_of_Measurement_Alt,f-UCUM_Unit_String_Alt,lu-Modus_Soil_Test_v1 r-Modus_Soil_Test_v2,notes,internal_status,r-Lab,lu-lab_name r-Lab,lu-modus_id r-Modus_Soil_Test_v1,lu-modus_id r-Modus_Soil_Test_v2,lu-unit_of_measurement_name-r-Unit_of_Measurement_Alt,lu-Modus_Soil_Test_v2-r-Modus_Soil_Test_v1,example_test_result,modus_id_assigned_status
Organic Matter,Soil,,S-SOM-LOI.15,L_MODV2_SOIL_OM_004,Organic Matter,Organic Matter,Loss on Ignition (LOI),Loss on Ignition (LOI),Gravimetric,Gravimetric,%,%,,"%, g/kg",%,%,,"%, g/kg",S-SOM-LOI.15,,,"""American Agricultural Lab - Olsen's Agricultural Lab, McCook, NE""","American Agricultural Lab - Olsen's Agricultural Lab, McCook, NE",S-SOM-LOI.15,L_MODV2_SOIL_OM_004,,L_MODV2_SOIL_OM_004,,"OpenTEAM - Suggested ID, NEEDS LAB REVIEW"
Percent Base Saturation,Soil,,,,,,,,,,,,,,,,,,,"""Percent Base Saturation with test 1"" - what does that mean? https://www.amaglab.com/wp-content/uploads/2021/03/Soil_Fees-03-2021.pdf",Need more info from lab,"""American Agricultural Lab - Olsen's Agricultural Lab, McCook, NE""","American Agricultural Lab - Olsen's Agricultural Lab, McCook, NE",,,,,,
pH,Soil,,S-PH-1:1.02.07,L_MODV2_SOIL_PH_005,pH,pH,Slurry,Slurry,H+ ISE,H+ ISE,standard pH unit,standard pH unit,,"standard units, s.u., none",,,,,S-PH-1:1.02.07,,,"""American Agricultural Lab - Olsen's Agricultural Lab, McCook, NE""","American Agricultural Lab - Olsen's Agricultural Lab, McCook, NE",S-PH-1:1.02.07,L_MODV2_SOIL_PH_005,,L_MODV2_SOIL_PH_005,,"OpenTEAM - Suggested ID, NEEDS LAB REVIEW"
PHOSPHOLIPID FATTY ACID ANALYSIS,Soil,,,,,,,,,,,,,,,,,,,"
",Need more info from lab,"""American Agricultural Lab - Olsen's Agricultural Lab, McCook, NE""","American Agricultural Lab - Olsen's Agricultural Lab, McCook, NE",,,,,,
Phosphorus,Soil,,,,,,,,,,,,,,,,,,,"""Phosphorus (Bray P1, Bicarbonate,
Mehlich II, or Mehlich III)""",Need more info from lab,"""American Agricultural Lab - Olsen's Agricultural Lab, McCook, NE""","American Agricultural Lab - Olsen's Agricultural Lab, McCook, NE",,,,,,
Potassium,Soil,,,,,,,,,,,,,,,,,,,Are these elements tested the same as the H3A elements in the Haney test (bottom of list) or differently? ,Need more info from lab,"""American Agricultural Lab - Olsen's Agricultural Lab, McCook, NE""","American Agricultural Lab - Olsen's Agricultural Lab, McCook, NE",,,,,,
Saturated extract: B,Soil,,,,,,,,,,,,,,,,,,,,Need more info from lab,"""American Agricultural Lab - Olsen's Agricultural Lab, McCook, NE""","American Agricultural Lab - Olsen's Agricultural Lab, McCook, NE",,,,,,
Saturated extract: Ca,Soil,,,,,,,,,,,,,,,,,,,,Need more info from lab,"""American Agricultural Lab - Olsen's Agricultural Lab, McCook, NE""","American Agricultural Lab - Olsen's Agricultural Lab, McCook, NE",,,,,,
Saturated extract: Cu,Soil,,,,,,,,,,,,,,,,,,,,Need more info from lab,"""American Agricultural Lab - Olsen's Agricultural Lab, McCook, NE""","American Agricultural Lab - Olsen's Agricultural Lab, McCook, NE",,,,,,
Saturated extract: Fe,Soil,,,,,,,,,,,,,,,,,,,,Need more info from lab,"""American Agricultural Lab - Olsen's Agricultural Lab, McCook, NE""","American Agricultural Lab - Olsen's Agricultural Lab, McCook, NE",,,,,,
Saturated extract: K,Soil,,,,,,,,,,,,,,,,,,,,Need more info from lab,"""American Agricultural Lab - Olsen's Agricultural Lab, McCook, NE""","American Agricultural Lab - Olsen's Agricultural Lab, McCook, NE",,,,,,
Saturated extract: Mg,Soil,,,,,,,,,,,,,,,,,,,,Need more info from lab,"""American Agricultural Lab - Olsen's Agricultural Lab, McCook, NE""","American Agricultural Lab - Olsen's Agricultural Lab, McCook, NE",,,,,,
